Year,Month,mean_temp_icoads_gc,region_gc,mean_temp_icoads_mdr,region_mdr
1996,10,27.859804,Gulf + Caribbean,27.051592,Atlantic MDR
1996,11,26.801476,Gulf + Caribbean,26.280523,Atlantic MDR
1996,12,25.533312,Gulf + Caribbean,25.310463,Atlantic MDR
1997,1,24.83705,Gulf + Caribbean,24.469997,Atlantic MDR
1997,2,24.674967,Gulf + Caribbean,23.960709,Atlantic MDR
1997,3,25.045033,Gulf + Caribbean,23.815313,Atlantic MDR
1997,4,25.388582,Gulf + Caribbean,24.118034,Atlantic MDR
1997,5,26.536776,Gulf + Caribbean,24.848024,Atlantic MDR
1997,6,27.787418,Gulf + Caribbean,25.910416,Atlantic MDR
1997,7,28.73755,Gulf + Caribbean,26.380709,Atlantic MDR
1997,8,28.955551,Gulf + Caribbean,26.792759,Atlantic MDR
1997,9,28.892914,Gulf + Caribbean,27.45447,Atlantic MDR
1997,10,27.985924,Gulf + Caribbean,27.476395,Atlantic MDR
1997,11,26.775583,Gulf + Caribbean,26.818626,Atlantic MDR
1997,12,26.05226,Gulf + Caribbean,25.616323,Atlantic MDR
1998,1,25.239273,Gulf + Caribbean,24.658047,Atlantic MDR
1998,2,24.820988,Gulf + Caribbean,24.368078,Atlantic MDR
1998,3,24.750837,Gulf + Caribbean,24.03058,Atlantic MDR
1998,4,25.467924,Gulf + Caribbean,24.186321,Atlantic MDR
1998,5,26.821484,Gulf + Caribbean,24.857735,Atlantic MDR
1998,6,28.501698,Gulf + Caribbean,25.817125,Atlantic MDR
1998,7,29.14484,Gulf + Caribbean,26.213411,Atlantic MDR
1998,8,29.480516,Gulf + Caribbean,27.071695,Atlantic MDR
1998,9,29.145224,Gulf + Caribbean,27.150057,Atlantic MDR
1998,10,28.433228,Gulf + Caribbean,27.222599,Atlantic MDR
1998,11,27.160902,Gulf + Caribbean,26.661705,Atlantic MDR
1998,12,26.250982,Gulf + Caribbean,25.471561,Atlantic MDR
1999,1,25.31529,Gulf + Caribbean,23.875422,Atlantic MDR
1999,2,24.8423,Gulf + Caribbean,23.350864,Atlantic MDR
1999,3,24.782026,Gulf + Caribbean,23.287838,Atlantic MDR
1999,4,25.709213,Gulf + Caribbean,23.662514,Atlantic MDR
1999,5,26.942,Gulf + Caribbean,24.689701,Atlantic MDR
1999,6,27.964838,Gulf + Caribbean,25.277487,Atlantic MDR
1999,7,28.413359,Gulf + Caribbean,26.052073,Atlantic MDR
1999,8,29.175665,Gulf + Caribbean,26.97905,Atlantic MDR
1999,9,29.002943,Gulf + Caribbean,27.28388,Atlantic MDR
1999,10,28.131807,Gulf + Caribbean,27.17971,Atlantic MDR
1999,11,26.938702,Gulf + Caribbean,26.425144,Atlantic MDR
1999,12,25.598421,Gulf + Caribbean,25.441803,Atlantic MDR
2000,1,24.578823,Gulf + Caribbean,23.948027,Atlantic MDR
2000,2,24.30704,Gulf + Caribbean,23.423012,Atlantic MDR
2000,3,24.769157,Gulf + Caribbean,23.657278,Atlantic MDR
2000,4,25.387417,Gulf + Caribbean,23.714132,Atlantic MDR
2000,5,26.73643,Gulf + Caribbean,24.260645,Atlantic MDR
2000,6,27.791382,Gulf + Caribbean,25.17577,Atlantic MDR
2000,7,28.48948,Gulf + Caribbean,25.847795,Atlantic MDR
2000,8,28.841686,Gulf + Caribbean,26.564335,Atlantic MDR
2000,9,28.957245,Gulf + Caribbean,26.907288,Atlantic MDR
2000,10,28.097162,Gulf + Caribbean,26.881384,Atlantic MDR
2000,11,27.063742,Gulf + Caribbean,25.958954,Atlantic MDR
2000,12,25.862856,Gulf + Caribbean,25.017372,Atlantic MDR
2001,1,24.698278,Gulf + Caribbean,24.075,Atlantic MDR
2001,2,24.62422,Gulf + Caribbean,23.717562,Atlantic MDR
2001,3,24.824804,Gulf + Caribbean,23.860931,Atlantic MDR
2001,4,25.446844,Gulf + Caribbean,23.924849,Atlantic MDR
2001,5,26.4856,Gulf + Caribbean,24.831432,Atlantic MDR
2001,6,27.928223,Gulf + Caribbean,25.504642,Atlantic MDR
2001,7,28.62765,Gulf + Caribbean,26.404083,Atlantic MDR
2001,8,29.004211,Gulf + Caribbean,27.00321,Atlantic MDR
2001,9,28.951248,Gulf + Caribbean,27.526133,Atlantic MDR
2001,10,28.144608,Gulf + Caribbean,27.397486,Atlantic MDR
2001,11,26.89046,Gulf + Caribbean,26.895248,Atlantic MDR
2001,12,26.048645,Gulf + Caribbean,25.80396,Atlantic MDR
2002,1,25.348175,Gulf + Caribbean,24.921387,Atlantic MDR
2002,2,24.701824,Gulf + Caribbean,24.265278,Atlantic MDR
2002,3,25.05369,Gulf + Caribbean,24.00354,Atlantic MDR
2002,4,25.878899,Gulf + Caribbean,23.770899,Atlantic MDR
2002,5,26.949152,Gulf + Caribbean,24.131496,Atlantic MDR
2002,6,27.8817,Gulf + Caribbean,25.04073,Atlantic MDR
2002,7,28.547829,Gulf + Caribbean,25.71304,Atlantic MDR
2002,8,29.05375,Gulf + Caribbean,26.619867,Atlantic MDR
2002,9,28.971766,Gulf + Caribbean,27.19813,Atlantic MDR
2002,10,28.456753,Gulf + Caribbean,27.359108,Atlantic MDR
2002,11,27.513575,Gulf + Caribbean,26.761938,Atlantic MDR
2002,12,26.22171,Gulf + Caribbean,25.439526,Atlantic MDR
2003,1,24.97423,Gulf + Caribbean,24.460062,Atlantic MDR
2003,2,24.77451,Gulf + Caribbean,23.629866,Atlantic MDR
2003,3,25.833422,Gulf + Caribbean,23.715975,Atlantic MDR
2003,4,25.874968,Gulf + Caribbean,23.889303,Atlantic MDR
2003,5,27.124014,Gulf + Caribbean,24.494295,Atlantic MDR
2003,6,28.120197,Gulf + Caribbean,25.41648,Atlantic MDR
2003,7,28.558224,Gulf + Caribbean,26.434835,Atlantic MDR
2003,8,29.0498,Gulf + Caribbean,27.39292,Atlantic MDR
2003,9,28.978132,Gulf + Caribbean,27.673895,Atlantic MDR
2003,10,28.691622,Gulf + Caribbean,27.703314,Atlantic MDR
2003,11,27.645584,Gulf + Caribbean,26.576233,Atlantic MDR
2003,12,26.035395,Gulf + Caribbean,25.722073,Atlantic MDR
2004,1,25.13719,Gulf + Caribbean,24.711393,Atlantic MDR
2004,2,25.017633,Gulf + Caribbean,24.237085,Atlantic MDR
2004,3,25.025032,Gulf + Caribbean,24.063644,Atlantic MDR
2004,4,25.676249,Gulf + Caribbean,24.325867,Atlantic MDR
2004,5,26.557743,Gulf + Caribbean,24.594452,Atlantic MDR
2004,6,28.060656,Gulf + Caribbean,25.539934,Atlantic MDR
2004,7,28.664343,Gulf + Caribbean,26.550303,Atlantic MDR
2004,8,29.051125,Gulf + Caribbean,27.392118,Atlantic MDR
2004,9,28.87592,Gulf + Caribbean,27.668343,Atlantic MDR
2004,10,28.482027,Gulf + Caribbean,27.669456,Atlantic MDR
2004,11,27.36638,Gulf + Caribbean,26.994543,Atlantic MDR
2004,12,26.183987,Gulf + Caribbean,25.670435,Atlantic MDR
2005,1,25.007647,Gulf + Caribbean,24.2035,Atlantic MDR
2005,2,24.565485,Gulf + Caribbean,23.721144,Atlantic MDR
2005,3,24.976665,Gulf + Caribbean,24.288536,Atlantic MDR
2005,4,25.783718,Gulf + Caribbean,24.687082,Atlantic MDR
2005,5,26.886839,Gulf + Caribbean,25.413006,Atlantic MDR
2005,6,28.40671,Gulf + Caribbean,26.230392,Atlantic MDR
2005,7,28.936039,Gulf + Caribbean,26.7351,Atlantic MDR
2005,8,29.46566,Gulf + Caribbean,27.341454,Atlantic MDR
2005,9,29.43706,Gulf + Caribbean,27.617826,Atlantic MDR
2005,10,28.616838,Gulf + Caribbean,27.297691,Atlantic MDR
2005,11,27.274563,Gulf + Caribbean,26.815638,Atlantic MDR
2005,12,26.07354,Gulf + Caribbean,25.864536,Atlantic MDR
2006,1,25.273146,Gulf + Caribbean,24.277552,Atlantic MDR
2006,2,24.780134,Gulf + Caribbean,23.695068,Atlantic MDR
2006,3,25.068336,Gulf + Caribbean,23.570795,Atlantic MDR
2006,4,25.68621,Gulf + Caribbean,24.20594,Atlantic MDR
2006,5,26.82048,Gulf + Caribbean,24.907269,Atlantic MDR
2006,6,28.037655,Gulf + Caribbean,25.54223,Atlantic MDR
2006,7,28.622765,Gulf + Caribbean,26.119677,Atlantic MDR
2006,8,29.005753,Gulf + Caribbean,27.293837,Atlantic MDR
2006,9,29.36916,Gulf + Caribbean,27.646448,Atlantic MDR
2006,10,28.612598,Gulf + Caribbean,27.639366,Atlantic MDR
2006,11,27.528429,Gulf + Caribbean,27.11759,Atlantic MDR
2006,12,26.178934,Gulf + Caribbean,25.531393,Atlantic MDR
2007,1,25.493183,Gulf + Caribbean,24.394075,Atlantic MDR
2007,2,25.025667,Gulf + Caribbean,24.165283,Atlantic MDR
2007,3,25.221563,Gulf + Caribbean,23.999683,Atlantic MDR
2007,4,25.818014,Gulf + Caribbean,24.218014,Atlantic MDR
2007,5,26.888794,Gulf + Caribbean,24.718641,Atlantic MDR
2007,6,27.949396,Gulf + Caribbean,25.231457,Atlantic MDR
2007,7,28.767237,Gulf + Caribbean,25.886013,Atlantic MDR
2007,8,29.200659,Gulf + Caribbean,26.659578,Atlantic MDR
2007,9,29.160536,Gulf + Caribbean,27.133715,Atlantic MDR
2007,10,28.6314,Gulf + Caribbean,27.076778,Atlantic MDR
2007,11,27.272417,Gulf + Caribbean,26.325857,Atlantic MDR
2007,12,26.21,Gulf + Caribbean,25.288527,Atlantic MDR
2008,1,25.328867,Gulf + Caribbean,24.32148,Atlantic MDR
2008,2,25.197105,Gulf + Caribbean,24.012455,Atlantic MDR
2008,3,24.978355,Gulf + Caribbean,23.865486,Atlantic MDR
2008,4,25.71212,Gulf + Caribbean,23.899937,Atlantic MDR
2008,5,26.711493,Gulf + Caribbean,24.885883,Atlantic MDR
2008,6,28.014551,Gulf + Caribbean,25.898745,Atlantic MDR
2008,7,28.557598,Gulf + Caribbean,26.482788,Atlantic MDR
2008,8,28.966156,Gulf + Caribbean,27.1628,Atlantic MDR
2008,9,28.940516,Gulf + Caribbean,27.651836,Atlantic MDR
2008,10,28.30245,Gulf + Caribbean,27.330452,Atlantic MDR
2008,11,26.976902,Gulf + Caribbean,26.483335,Atlantic MDR
2008,12,25.63144,Gulf + Caribbean,25.360865,Atlantic MDR
2009,1,24.973072,Gulf + Caribbean,23.930191,Atlantic MDR
2009,2,24.50052,Gulf + Caribbean,23.194626,Atlantic MDR
2009,3,24.404936,Gulf + Caribbean,23.158976,Atlantic MDR
2009,4,25.348118,Gulf + Caribbean,23.784058,Atlantic MDR
2009,5,26.578888,Gulf + Caribbean,24.667658,Atlantic MDR
2009,6,27.958054,Gulf + Caribbean,25.329014,Atlantic MDR
2009,7,28.83696,Gulf + Caribbean,26.620394,Atlantic MDR
2009,8,29.06721,Gulf + Caribbean,27.130314,Atlantic MDR
2009,9,29.285997,Gulf + Caribbean,27.570065,Atlantic MDR
2009,10,28.640965,Gulf + Caribbean,27.502083,Atlantic MDR
2009,11,27.487,Gulf + Caribbean,26.710485,Atlantic MDR
2009,12,26.365482,Gulf + Caribbean,25.520807,Atlantic MDR
2010,1,25.026041,Gulf + Caribbean,24.938375,Atlantic MDR
2010,2,24.718248,Gulf + Caribbean,24.56531,Atlantic MDR
2010,3,24.56974,Gulf + Caribbean,24.876774,Atlantic MDR
2010,4,25.63533,Gulf + Caribbean,25.200178,Atlantic MDR
2010,5,27.144613,Gulf + Caribbean,25.82632,Atlantic MDR
2010,6,28.738325,Gulf + Caribbean,26.232645,Atlantic MDR
2010,7,29.1189,Gulf + Caribbean,26.93438,Atlantic MDR
2010,8,29.667421,Gulf + Caribbean,27.720951,Atlantic MDR
2010,9,29.405651,Gulf + Caribbean,27.473423,Atlantic MDR
2010,10,28.363726,Gulf + Caribbean,27.728846,Atlantic MDR
2010,11,27.003588,Gulf + Caribbean,26.95395,Atlantic MDR
2010,12,25.597452,Gulf + Caribbean,25.97234,Atlantic MDR
2011,1,24.602287,Gulf + Caribbean,25.056309,Atlantic MDR
2011,2,24.527437,Gulf + Caribbean,24.021242,Atlantic MDR
2011,3,24.813179,Gulf + Caribbean,23.811008,Atlantic MDR
2011,4,26.089806,Gulf + Caribbean,24.143906,Atlantic MDR
2011,5,26.919031,Gulf + Caribbean,24.753197,Atlantic MDR
2011,6,28.147436,Gulf + Caribbean,25.90255,Atlantic MDR
2011,7,28.914503,Gulf + Caribbean,26.497837,Atlantic MDR
2011,8,29.37791,Gulf + Caribbean,26.95034,Atlantic MDR
2011,9,29.234211,Gulf + Caribbean,27.372192,Atlantic MDR
2011,10,28.38884,Gulf + Caribbean,27.34026,Atlantic MDR
2011,11,27.364185,Gulf + Caribbean,26.35463,Atlantic MDR
2011,12,26.183947,Gulf + Caribbean,25.318356,Atlantic MDR
2012,1,25.29682,Gulf + Caribbean,24.210129,Atlantic MDR
2012,2,24.908388,Gulf + Caribbean,23.54558,Atlantic MDR
2012,3,25.227404,Gulf + Caribbean,23.416298,Atlantic MDR
2012,4,26.008238,Gulf + Caribbean,23.906643,Atlantic MDR
2012,5,26.904015,Gulf + Caribbean,24.650219,Atlantic MDR
2012,6,28.070974,Gulf + Caribbean,25.589386,Atlantic MDR
2012,7,28.740198,Gulf + Caribbean,26.461475,Atlantic MDR
2012,8,29.14342,Gulf + Caribbean,27.3636,Atlantic MDR
2012,9,29.11682,Gulf + Caribbean,28.093447,Atlantic MDR
2012,10,28.718039,Gulf + Caribbean,27.709404,Atlantic MDR
2012,11,27.071026,Gulf + Caribbean,26.844362,Atlantic MDR
2012,12,26.23783,Gulf + Caribbean,25.741154,Atlantic MDR
2013,1,25.404312,Gulf + Caribbean,24.423502,Atlantic MDR
2013,2,24.963207,Gulf + Caribbean,23.865171,Atlantic MDR
2013,3,24.943445,Gulf + Caribbean,24.296757,Atlantic MDR
2013,4,25.761059,Gulf + Caribbean,24.251804,Atlantic MDR
2013,5,26.405602,Gulf + Caribbean,24.982344,Atlantic MDR
2013,6,27.73255,Gulf + Caribbean,25.565203,Atlantic MDR
2013,7,28.388094,Gulf + Caribbean,26.235334,Atlantic MDR
2013,8,29.0168,Gulf + Caribbean,26.986408,Atlantic MDR
2013,9,29.11779,Gulf + Caribbean,27.4625,Atlantic MDR
2013,10,28.45714,Gulf + Caribbean,27.765665,Atlantic MDR
2013,11,27.451166,Gulf + Caribbean,26.533506,Atlantic MDR
2013,12,26.32271,Gulf + Caribbean,25.452501,Atlantic MDR
2014,1,25.397533,Gulf + Caribbean,24.167934,Atlantic MDR
2014,2,25.237598,Gulf + Caribbean,23.389923,Atlantic MDR
2014,3,25.392288,Gulf + Caribbean,23.095308,Atlantic MDR
2014,4,25.849733,Gulf + Caribbean,23.849161,Atlantic MDR
2014,5,26.635065,Gulf + Caribbean,24.45584,Atlantic MDR
2014,6,27.97634,Gulf + Caribbean,25.312962,Atlantic MDR
2014,7,28.739353,Gulf + Caribbean,26.177229,Atlantic MDR
2014,8,29.156862,Gulf + Caribbean,26.942322,Atlantic MDR
2014,9,29.125425,Gulf + Caribbean,27.724438,Atlantic MDR
2014,10,28.763945,Gulf + Caribbean,27.71832,Atlantic MDR
2014,11,27.433033,Gulf + Caribbean,26.670416,Atlantic MDR
2014,12,26.47484,Gulf + Caribbean,25.668451,Atlantic MDR
2015,1,25.736027,Gulf + Caribbean,24.541145,Atlantic MDR
2015,2,25.09316,Gulf + Caribbean,23.944464,Atlantic MDR
2015,3,25.657059,Gulf + Caribbean,23.638262,Atlantic MDR
2015,4,26.302532,Gulf + Caribbean,23.712126,Atlantic MDR
2015,5,27.233784,Gulf + Caribbean,24.883612,Atlantic MDR
2015,6,28.046392,Gulf + Caribbean,25.310074,Atlantic MDR
2015,7,28.807634,Gulf + Caribbean,26.485853,Atlantic MDR
2015,8,29.127945,Gulf + Caribbean,27.199244,Atlantic MDR
2015,9,29.413292,Gulf + Caribbean,27.94372,Atlantic MDR
2015,10,28.60298,Gulf + Caribbean,27.93047,Atlantic MDR
2015,11,27.850935,Gulf + Caribbean,26.812222,Atlantic MDR
2015,12,26.864935,Gulf + Caribbean,25.793615,Atlantic MDR
2016,1,25.89033,Gulf + Caribbean,24.835423,Atlantic MDR
2016,2,25.035934,Gulf + Caribbean,24.009834,Atlantic MDR
2016,3,25.506798,Gulf + Caribbean,23.682222,Atlantic MDR
2016,4,26.154444,Gulf + Caribbean,24.073824,Atlantic MDR
2016,5,27.500454,Gulf + Caribbean,24.909348,Atlantic MDR
2016,6,28.358541,Gulf + Caribbean,25.72384,Atlantic MDR
2016,7,29.354935,Gulf + Caribbean,26.395926,Atlantic MDR
2016,8,29.538574,Gulf + Caribbean,27.003363,Atlantic MDR
2016,9,29.505453,Gulf + Caribbean,27.334318,Atlantic MDR
2016,10,28.902374,Gulf + Caribbean,27.23111,Atlantic MDR
2016,11,27.517338,Gulf + Caribbean,26.716324,Atlantic MDR
2016,12,26.628716,Gulf + Caribbean,25.600859,Atlantic MDR
2017,1,25.921478,Gulf + Caribbean,24.604204,Atlantic MDR
2017,2,25.399803,Gulf + Caribbean,23.840385,Atlantic MDR
2017,3,25.322325,Gulf + Caribbean,23.638992,Atlantic MDR
2017,4,26.08158,Gulf + Caribbean,23.949917,Atlantic MDR
2017,5,27.055002,Gulf + Caribbean,25.208412,Atlantic MDR
2017,6,28.04117,Gulf + Caribbean,25.970695,Atlantic MDR
2017,7,28.976757,Gulf + Caribbean,26.547934,Atlantic MDR
2017,8,29.32105,Gulf + Caribbean,27.473406,Atlantic MDR
2017,9,29.267735,Gulf + Caribbean,27.689322,Atlantic MDR
2017,10,28.664248,Gulf + Caribbean,27.459871,Atlantic MDR
2017,11,27.686562,Gulf + Caribbean,26.862865,Atlantic MDR
2017,12,26.771292,Gulf + Caribbean,25.857273,Atlantic MDR
2018,1,25.507484,Gulf + Caribbean,24.449297,Atlantic MDR
2018,2,25.066185,Gulf + Caribbean,23.296196,Atlantic MDR
2018,3,25.346579,Gulf + Caribbean,23.56089,Atlantic MDR
2018,4,25.983288,Gulf + Caribbean,23.72098,Atlantic MDR
2018,5,26.915033,Gulf + Caribbean,24.384684,Atlantic MDR
2018,6,28.062025,Gulf + Caribbean,24.86732,Atlantic MDR
2018,7,28.796755,Gulf + Caribbean,25.641735,Atlantic MDR
2018,8,29.176147,Gulf + Caribbean,26.752794,Atlantic MDR
2018,9,29.310001,Gulf + Caribbean,27.120848,Atlantic MDR
2018,10,28.4152,Gulf + Caribbean,27.259445,Atlantic MDR
2018,11,27.55603,Gulf + Caribbean,26.122423,Atlantic MDR
2018,12,26.506079,Gulf + Caribbean,25.147577,Atlantic MDR
2019,1,25.391788,Gulf + Caribbean,24.070135,Atlantic MDR
2019,2,25.147709,Gulf + Caribbean,23.506151,Atlantic MDR
2019,3,25.256796,Gulf + Caribbean,23.47223,Atlantic MDR
2019,4,25.853014,Gulf + Caribbean,23.882685,Atlantic MDR
2019,5,26.986315,Gulf + Caribbean,24.679577,Atlantic MDR
2019,6,28.3256,Gulf + Caribbean,25.774336,Atlantic MDR
2019,7,28.820066,Gulf + Caribbean,26.225067,Atlantic MDR
2019,8,29.132225,Gulf + Caribbean,27.12462,Atlantic MDR
2019,9,29.153358,Gulf + Caribbean,27.73,Atlantic MDR
2019,10,28.727581,Gulf + Caribbean,27.433605,Atlantic MDR
2019,11,27.662142,Gulf + Caribbean,26.410803,Atlantic MDR
2019,12,26.560131,Gulf + Caribbean,25.407883,Atlantic MDR
2020,1,25.653782,Gulf + Caribbean,24.549456,Atlantic MDR
2020,2,25.54227,Gulf + Caribbean,24.107645,Atlantic MDR
2020,3,25.591455,Gulf + Caribbean,24.316614,Atlantic MDR
2020,4,26.415882,Gulf + Caribbean,24.47178,Atlantic MDR
2020,5,27.148848,Gulf + Caribbean,24.941797,Atlantic MDR
2020,6,28.168364,Gulf + Caribbean,25.727999,Atlantic MDR
2020,7,29.036448,Gulf + Caribbean,26.638508,Atlantic MDR
2020,8,29.442562,Gulf + Caribbean,27.412142,Atlantic MDR
2020,9,29.467651,Gulf + Caribbean,27.755037,Atlantic MDR
2020,10,28.694933,Gulf + Caribbean,27.644785,Atlantic MDR
2020,11,27.549288,Gulf + Caribbean,26.723072,Atlantic MDR
2020,12,26.17263,Gulf + Caribbean,25.623407,Atlantic MDR
2021,1,25.280527,Gulf + Caribbean,24.605328,Atlantic MDR
2021,2,25.01,Gulf + Caribbean,24.016754,Atlantic MDR
2021,3,25.220531,Gulf + Caribbean,23.776306,Atlantic MDR
2021,4,25.958725,Gulf + Caribbean,24.394957,Atlantic MDR
2021,5,27.060469,Gulf + Caribbean,24.610382,Atlantic MDR
2021,6,27.997387,Gulf + Caribbean,25.555037,Atlantic MDR
2021,7,28.486845,Gulf + Caribbean,26.169437,Atlantic MDR
2021,8,29.04816,Gulf + Caribbean,27.103914,Atlantic MDR
2021,9,29.171974,Gulf + Caribbean,27.701874,Atlantic MDR
2021,10,28.875784,Gulf + Caribbean,27.544697,Atlantic MDR
2021,11,27.618666,Gulf + Caribbean,26.659803,Atlantic MDR
2021,12,26.523354,Gulf + Caribbean,25.708199,Atlantic MDR
2022,1,25.706146,Gulf + Caribbean,24.909391,Atlantic MDR
2022,2,25.2622,Gulf + Caribbean,24.283857,Atlantic MDR
2022,3,25.315557,Gulf + Caribbean,23.568214,Atlantic MDR
2022,4,26.10931,Gulf + Caribbean,24.037537,Atlantic MDR
2022,5,27.202415,Gulf + Caribbean,24.831669,Atlantic MDR
2022,6,28.171284,Gulf + Caribbean,25.776207,Atlantic MDR
2022,7,28.910736,Gulf + Caribbean,26.453701,Atlantic MDR
2022,8,29.311619,Gulf + Caribbean,27.06697,Atlantic MDR
2022,9,29.44098,Gulf + Caribbean,27.729591,Atlantic MDR
2022,10,28.516998,Gulf + Caribbean,27.359365,Atlantic MDR
2022,11,27.51792,Gulf + Caribbean,26.423204,Atlantic MDR
2022,12,26.459536,Gulf + Caribbean,25.763231,Atlantic MDR
2023,1,25.509602,Gulf + Caribbean,24.68548,Atlantic MDR
2023,2,25.115921,Gulf + Caribbean,23.719835,Atlantic MDR
2023,3,25.424738,Gulf + Caribbean,24.239073,Atlantic MDR
2023,4,26.276533,Gulf + Caribbean,24.695766,Atlantic MDR
2023,5,27.3534,Gulf + Caribbean,25.778261,Atlantic MDR
2023,6,28.524162,Gulf + Caribbean,26.8764,Atlantic MDR
2023,7,29.59783,Gulf + Caribbean,27.44913,Atlantic MDR
2023,8,29.798037,Gulf + Caribbean,28.081758,Atlantic MDR
2023,9,29.771734,Gulf + Caribbean,28.56787,Atlantic MDR
2023,10,29.158333,Gulf + Caribbean,28.33773,Atlantic MDR
2023,11,27.95584,Gulf + Caribbean,27.27723,Atlantic MDR
2023,12,26.603094,Gulf + Caribbean,26.547518,Atlantic MDR
2024,1,25.549868,Gulf + Caribbean,25.55103,Atlantic MDR
2024,2,25.283686,Gulf + Caribbean,25.441898,Atlantic MDR
2024,3,25.559612,Gulf + Caribbean,25.122995,Atlantic MDR
2024,4,26.12721,Gulf + Caribbean,25.380758,Atlantic MDR
2024,5,27.646225,Gulf + Caribbean,25.953136,Atlantic MDR
2024,6,28.866955,Gulf + Caribbean,26.758268,Atlantic MDR
2024,7,29.559673,Gulf + Caribbean,27.022272,Atlantic MDR
2024,8,29.903921,Gulf + Caribbean,27.531832,Atlantic MDR
2024,9,29.852875,Gulf + Caribbean,28.212687,Atlantic MDR
2024,10,29.226887,Gulf + Caribbean,27.955168,Atlantic MDR
2024,11,27.85889,Gulf + Caribbean,27.070353,Atlantic MDR
2024,12,26.709932,Gulf + Caribbean,25.956583,Atlantic MDR
2025,1,25.449743,Gulf + Caribbean,24.878502,Atlantic MDR
2025,2,25.39902,Gulf + Caribbean,24.224026,Atlantic MDR
2025,3,25.528685,Gulf + Caribbean,23.98642,Atlantic MDR
2025,4,26.126842,Gulf + Caribbean,23.945597,Atlantic MDR
2025,5,27.26179,Gulf + Caribbean,24.732838,Atlantic MDR
2025,6,28.39507,Gulf + Caribbean,25.547947,Atlantic MDR
2025,7,29.13802,Gulf + Caribbean,26.684029,Atlantic MDR
